2023, 7, 9, 6, 11, 10, 1, 0,3.102559
2023, 7, 9, 6, 11, 11, 1, 0,3.323415
2023, 7, 9, 6, 11, 12, 1, 0,3.318581
2023, 7, 9, 6, 11, 13, 1, 0,3.315358
2023, 7, 9, 6, 11, 14, 1, 0,3.326638
2023, 7, 9, 6, 11, 15, 1, 0,3.302467
2023, 7, 9, 6, 11, 16, 1, 0,3.28303
2023, 7, 9, 6, 11, 17, 1, 0,3.289476
2023, 7, 9, 6, 11, 18, 1, 0,3.281419
2023, 7, 9, 6, 11, 19, 1, 0,3.284642
2023, 7, 9, 6, 11, 20, 1, 0,3.274974
2023, 7, 9, 6, 11, 21, 1, 0,3.266917
2023, 7, 9, 6, 11, 22, 1, 0,3.249192
2023, 7, 9, 6, 11, 23, 1, 0,3.242747
2023, 7, 9, 6, 11, 24, 1, 0,3.237912
2023, 7, 9, 6, 11, 25, 1, 0,3.229856
2023, 7, 9, 6, 11, 26, 1, 0,3.215353
2023, 7, 9, 6, 11, 27, 1, 0,3.212131
2023, 7, 9, 6, 11, 28, 1, 0,3.200851
2023, 7, 9, 6, 11, 29, 1, 0,3.204074
2023, 7, 9, 6, 11, 30, 1, 0,3.202463
2023, 7, 9, 6, 11, 31, 1, 0,3.186349
2023, 7, 9, 6, 11, 32, 1, 0,3.170236
2023, 7, 9, 6, 11, 33, 1, 0,3.171847
2023, 7, 9, 6, 11, 34, 1, 0,3.165402
2023, 7, 9, 6, 11, 35, 1, 0,3.160568
2023, 7, 9, 6, 11, 36, 1, 0,3.146065
2023, 7, 9, 6, 11, 37, 1, 0,3.12834
2023, 7, 9, 6, 11, 38, 1, 0,3.12834
2023, 7, 9, 6, 11, 39, 1, 0,3.141231
2023, 7, 9, 6, 11, 40, 1, 0,3.12834
2023, 7, 9, 6, 11, 41, 2, 0,3.099336
2023, 7, 9, 6, 11, 42, 2, 0,3.076777
2023, 7, 9, 6, 11, 43, 2, 0,3.062275
2023, 7, 9, 6, 11, 44, 2, 0,3.05583
2023, 7, 9, 6, 11, 45, 2, 0,3.021991
2023, 7, 9, 6, 11, 46, 2, 0,2.959148
2023, 7, 9, 6, 11, 47, 2, 0,2.751183
2023, 7, 9, 6, 11, 48, 2, 0,2.683506
2023, 7, 9, 6, 11, 49, 2, 0,2.578768
2023, 7, 9, 6, 11, 10, 1, 0,2.970428
